tweets_record_table.userid,tweets_record_table.lang,tweets_record_table.friendscount,tweets_record_table.location,tweets_record_table.followerscount,tweets_record_table.deviceused,tweets_record_table.retweetcount,tweets_record_table.issensitive,tweets_record_table.isretweet,tweets_record_table.isretweeted,tweets_record_table.postdate,tweets_record_table.text
4123444512,th,1105,null,196,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,@mmaihom_maihom หาหมอยัง
818882599770681344,en,65,À la monde,140,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,"@Olamitohlekan Wait, can you help me understand the joke? I don’t get it 😕"
1072832027244748800,ja,191,雑多、好きなときに好きなものを好きなだけ,222,Twitter Web App,0,False,True,False,Thu Aug 13 09:39:33 PDT 2020,"RT @youjosenki_game: フォロー＆RTキャンペーン開催！

#篠月しのぶ 先生サイン入り原作本を抽選で1名様にプレゼント！
 
 ＜応募方法＞
 ①このアカウントをフォロー
 ②本ツイートをRT
 
 ＜期間＞
 2020/08/16（日）23:59まで…"
1267342209206022144,en,103,bay area,73,Twitter Web App,0,False,True,False,Thu Aug 13 09:39:33 PDT 2020,"RT @okagalex: please don’t wait on me, on me 🌱 https://t.co/uOUJzvq37N"
1142786064039366656,en,5005,"Ahmadabad City, India",2297,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:33 PDT 2020,RT @Lovepre16582229: This I take as my responsibility as a Sikh and a citizen of India to make you aware of the ground reality. The fact th…
42662644,en,541,"Phoenix, AZ",672,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,@GeneralWarz Karene1622...I just followed you...
1260208291931537409,th,222, นครหลวงเวียงจันทน์,94,Twitter for iPhone,0,True,True,False,Thu Aug 13 09:39:33 PDT 2020,RT @iICEICEVC9397: ฮื้อ พี่มดดำกอดน้องด้วย พี่ได้กอดแทนคนทั้งด้อมไปแล้ว https://t.co/UJoxc9LUZL
3044447072,ar,247,كوكب كريستيانو,8144,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,@zallbrg_HFA هذه المقوله تنطبق ع اللاعبين الاخرين بالنسبه لكريستيانو فالمساله مسالة ولاء وانتماء
1688560232,pt,681,"Belém, Brasil",875,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,@Eminbhd @_mirandajuliana Hahahahahhaha a música da noite
162685820,und,130,👻: fleurosexy  ,157,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:33 PDT 2020,RT @yosiboiasfuck: yes https://t.co/lptFnvXiTM
2253534553,th,239,null,198,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:33 PDT 2020,RT @mmlpmsm: “มีการกล่าวหาว่านักศึกษาหลอกง่าย ถ้าหลอกง่ายก็อยากให้นายก หลอกเค้ากลับไปบ้าง ไปกล่าวหาว่าเป็นเครื่องมือของใคร เค้าไม่มีทางเป็น…
896864942288240645,en,3969,null,3457,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,@JollyMollyRoger Satcom.  And a part time cat herder.
1289288321794019333,pt,362,"𝒎𝒚 𝒍𝒐𝒗𝒆𝒔 • 𝒎𝒂𝒓𝒄𝒐𝒔, 𝒋𝒖𝒍𝒊𝒂, 𝒂𝒈𝒂𝒕𝒉𝒂, 𝒂𝒏𝒂, 𝒆𝒍𝒊𝒛𝒂, 𝒆𝒗𝒆 𝒂𝒏𝒅 𝒗𝒂𝒏𝒊𝒂 • Ela/ dela",280,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,@wlfxgrace vei— eu to ferrada pqp  https://t.co/IE2gQaRczr
1237049295741661185,th,172,love me love my eric son 🤍,136,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:33 PDT 2020,RT @beforgotobed: สวัสดีค่ะ เราเพิ่งสะดวกมาแชร์ Ads กระจายข่าว สามารถนำรูปไปใช้หรือแชร์ให้เพื่อนๆได้อลยนะคะ #SavePanusaya #RespectThaiDemoc…
1112385759183548417,en,168,null,121,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,"@liz_roemer @UMassBoston Thank you, Liz! I am so grateful to have you as my mentor. Your ongoing support means the world to me. I wouldn’t be here without you!"
1109927970267975682,pt,199,null,143,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:33 PDT 2020,"RT @taoquei1: Braga e Ramos...
Fonte: Vozes na minha cabeça.
Mas ninguém me convence do contrário."
1275855338051256320,en,97,골든차일드 ONLY,98,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,"#FirstWithGoldenChild
- buy albums
- stream like a crazy b1tch
- meet the mutuals thanks to golcha
- purchase something like podol or shar1ng vl1ve acc
- first menpa noticed by Bong
- first podol replied by Bong
- etc"
859551436220137472,en,1,null,6,Caps Asterisk,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,@raghuramsweden The @capitals 2017 season has an asterisk. The only chance they had to advance out of the second round was deliberately injuring Crosby.
1058790587632152578,it,8344,null,17124,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,Invece quelli che vanno nella economicissima Sardegna sono quelli che ci campano col #vairus.
1137774550098350081,en,32,he/him,2,Twitter for Android,0,False,True,False,Thu Aug 13 09:39:33 PDT 2020,"RT @rajubitya: #arrestqariabbas
let's get this to trending"
1193590256945098752,tl,265,"Cotabato City, Soccsksargen",69,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,Potangena ka bretman whooooo HAHAHAHAHAHAHAHHA
927137315184455680,ja,870,釧路市新富士,910,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,"@Hayao0819 アドエアみたいな毎日やるステロイドの吸入は影響ないし、悪化して内服しても短期間でしかも細胞がまだ若いうちなら大丈夫。
わたしは吸入だけじゃ追いつかずしばしば内服してたからな。"
704203289374695424,ar,147,الرياض,512,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:33 PDT 2020,"RT @Patrick_Hilali: الحمد لله من قبل
ومن بعد…

دخل عمري اليوم
عالم الـ""٧٠""…

""٧٠ سنة"" عاصرت فيها لاعبين ومدربين ورؤساء أندية من مؤسسنا #محم…"
832090104218869762,und,359,"Deming, NM",461,Twitter for iPhone,0,False,True,False,Thu Aug 13 09:39:33 PDT 2020,RT @itsticoo: #NewProfilePic https://t.co/BMvHjmKHXP
1291202503430684672,ko,76,권순영,75,Twitter for iPhone,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,오늘 실친들이랑 라겜햇는데 닉네임이 다 거기서 거기 https://t.co/FGyiVqp9nc
1040661618915463169,es,2553,"Madrid, Comunidad de Madrid",2543,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,@rtve Los expertos en el fumeque. Bien conocidos por todos. https://t.co/og6aCPeffz
927501929587994624,te,1066,"Andhra Pradesh, India",542,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,"MEC లో ASTRONOMY 😂😂🤣🤣
వీళ్ళు చాలు PK ని ఎర్రిబూక్ ని చెయ్యటానికి 😂😂😂🙏🙏 https://t.co/3iICam54XG"
1068992635816329217,es,463,¢нσι ѕαη нєαят'ѕ 🖤,439,Twitter Web App,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,cOMO TE ATREVES CHINCHULIN AAAAAAAAAAAAAAAA https://t.co/hC3YVx0cab
826883369174695937,en,391,she/her,578,Twitter for Android,0,False,False,False,Thu Aug 13 09:39:33 PDT 2020,"happy birthday to the tiniest big boy in the world 
#여름을_수놓을_휴닝이의_열아홉
#HappyHueningKaiDay
#OurShiningHyukaDay
@TXT_members https://t.co/rYmIbTYlpT"
1239608921884631042,en,226,"Austin, TX",137,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,@WashingtonNFL Love this look. Wonder why they didn’t go with this for this season 🤔 https://t.co/L3T54ljrN5
2959519045,ja,6,null,6,twittbot.net,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,秒速センチメンタル
2922546103,ja,1,null,35,twittbot.net,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,"連盟ボックス
(ﾚﾝﾒｲﾎﾞｯｸｽ)

例年常任委員長の部屋に置かれる箱。"
957051911009718272,es,46,null,40,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @monerorape: La piedad. https://t.co/Z37or4Ulph https://t.co/30GovMh9xr
1649196170,ja,166,null,70,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,夜中に「起きてる？」ってゲーム誘ってくる恋人が好きすぎて語彙力。
38566739,en,776,Fulfilling my purpose.,453,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,"RT @kmoniquest: Last night 5 bodies between 14 and 18 years old were found, slaughtered and massacred in the District of Agua Blanca, Cali,…"
1112416758298599424,en,994,null,1498,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @jiminticaI: park jimin??? sir??? https://t.co/63XLA2ep9A
232914735,pt,230,"Belém, Brasil",917,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,bem que um malaco do guamá podia fazer a boa né
1288497941427216384,ht,185,she/her (MINOR!),35,Twitter for iPad,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,@standbymeii LMAOO
3474254776,pt,449,null,254,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,@Cauaadief2 @videosPVchapado @Crvg_Vete Tendi nada TB KKKKKKKKKK
77393617,in,408,null,1111,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,@indomiesbae Kangen susahnya ngejelasin ke driver atau org yang di bus😊
774286602906599425,pt,366,null,158,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,@jasaohoras Tá bem mas só tu é que tens o vírus o resto eu sei que não
985203420591091713,und,611,null,53,Twitter Web App,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @methurieal: 💦💦 https://t.co/Su4ALCeJMq
1010482089165090816,und,127,Malaysia,95,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @nocontxt99: https://t.co/ibSMoay0i3
195201013,pt,730,Rio de Janeiro,1466,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @MarcelyBoechat: Eu transo tão gostoso q a vida quer foder comigo todo dia
3302582467,en,148,null,601,Twitter Web App,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @AnaCabrera: CO Sec of State: “The President stated that he’s withholding U.S. Postal Service funding to prevent vote by mail. This is v…
427629119,en,3301,Durban,1871,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @OptaJoe: 0 - No German side outside of Bayern Munich and Borussia Dortmund has reached the semi-finals of the UEFA Champions League sin…
2869833332,es,510,"Santo Tomé, Argentina",815,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,Creo que me voy a hacer un cafecito pa que me pase el frio
175142860,hi,29,null,18,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,"RT @aajtak: याचिका में सरकार पर कोरोना से निपटने में कुप्रबंधन का आरोप लगाया गया है
#coronavirus
(@mewatisanjoo)
https://t.co/rgeXTO709H"
1659972462,ja,907,静岡 静岡市 駿河区,127,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,"RT @koe_kano: 公式ツイッター開設記念で矢村先生(@yamuraichi )描き下ろし色紙のプレゼント企画を実施します。
応募方法は

１、このアカウント(@koe_kano )をフォロー
２、このツイートをリツイート

だけ！
〆切は8/14㈮です。どうぞよろしく…"
1271102361159659521,ja,125,拳◎近接◎耐久○クロス△単砂△グレ○p9△,314,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,"拳　なぽさんの@1

団体トーナメント的な？

いきたい方りぷよろ"
1010780248944861185,en,44,null,74,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @jeontro: when will some of you FINALLY understand that the 7 of them have A VERY CLOSE AND SPECIAL BOND. stop making EVERYTHING ABOUT S…
1184779339092631552,tr,972,"Denizli, Türkiye",1131,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,"RT @OncuGenclik: ✍️Öncü Gençlik GYK Üyesi ve Edirne İl Temsilcisi Ata Ogün Kaplan yazdı.

▪️Tam Bağımsız Türkiye Ekonomisi

Okumak için⤵️
h…"
835905000949837824,en,4946,"Los Angeles, CA",641,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,@HillaryClinton ok this is a great tweet tho
1055132972238716928,pt,420,The World ,224,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @HaddadDebochado: Bolsonaro acredita que 105 mil pessoas morreram porque NÃO TOMARAM REMÉDIO SEM COMPROVAÇÃO CIENTÍFICA. Será que as ins…
1025537685421793280,pt,2093,"São Gonçalo, Brasil",2135,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,"RT @mcfilhaoofc: “Vcs só estão ficando, não deve ter ciúmes” COMIGO O BGLH É DIFERENTE ENTÃO 🤬"
1013204415086497793,en,1230,null,10153,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,"RT @The_TrellSterr: @islandday_ Bet brother, I need motivation"
988282098870960128,th,201,null,48,Twitter for iPad,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @fridayokaeri: กร อัษฎกร เดชมาก หรือ AUTTA แรปเปอร์เจ้าของเพลง แย้มบาน ค่าย @officialyupp ออกมาอัพสตอรี่ไอจีเพื่อ #SavePanusaya ค่ะ http…
1247990119484788744,en,42,null,7,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,@Harry86888955 @josielrider @TheRickWilson And heavy AF!
1283129242042023937,und,122,null,113,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,"RT @golmuhammadi: ❤
#SaveNigerianMuslims https://t.co/3O4JzVd9v9"
734189057148899328,en,191,null,179,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @lonelyfilms: everyday i think about how this movie is the reason why the seuss estate won’t allow anymore live-action adaptations of dr…
243737291,ar,796,null,4754,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,@Nasser410020461 كلك ذوق 🌷
173463568,zh,29,null,72,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @rongxiang: 斯洛文尼亚周四正式加入包括捷克和波兰在内的欧洲国家与美国签署 #5G 安全协议。捷克的 @O2_CZ 和波兰的 #PLAY 都被列入美国所认定5G清洁网络名单之中。 https://t.co/46WOBQ8c8h
1288359995545976833,fi,16,Kosovo,132,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,@muhammetgvenili fgcvnhbykıut
73002449,pt,333,"Rio de Janeiro, Brazil",661,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,eu preciso para de ler na minha cabeça as pessoas com quem trabalho
1089594579278544896,en,46,Ghana,67,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,"RT @Citi973: Treat @JDMahama’s $10 billion infrastructure promise as a threat – Sammi Awuku to Ghanaians
| More here: https://t.co/NbR2vlx6…"
1034153673516109824,fa,348,null,305,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,"تو عکسا و فیلما دو تا المان بیننده رو مطمئن میکنه که لوکیشن داخل ایرانه.
یکی معماری و فضاهای شهری درهم برهم.
دوم پوشش اجباری منحصر به فردمون."
1231279682059788288,und,18,null,2,Twitter Web App,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @Sri_Katon78: https://t.co/AQFpXY0VFt
140517418,en,267,null,134,Tweetbot for Mac,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @KenTremendous: Allow me to explain this to those unfamiliar with the American political scene: many Republicans like to call themselves…
81634834,th,168,"Bangkok, Thailand",206,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:21 PDT 2020,RT @bluetotheblask: นี่เขียนจดหมายบอกแม่เลยว่า ถ้าเป็นอะไรในม็อบขอ 3 ข้อ 1. ต้องรู้ว่าเราตายเพราะอะไร เพราะใคร ไม่ใช่เพราะไปม็อบ 2. คิดว่าเ…
1141536331547287552,in,612,"Hyderabad, India",661,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,"@urstrulyvineet Babu Kachitngaa Papani Oo manchi education lo unchutaduu..!!

Sitara debut ga chesthey Fans eyy...! ❤✨🔥"
766894464124289024,it,133,Italia,18,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,@Fantacalciology Ricordo Michel che correva poco e camminava tantissimo
713471543062503426,de,107,null,101,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,"Ahhh, da sind meine Eltern 1 Tag weg und schon funktioniert die FritzBox nicht mehr, weshalb nur noch in der Küche WLAN vorhanden ist. Na das kann ja was werden 🤬"
2268095776,en,256,IN THE MIX ✌🏾,283,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,@indamix_saan I be around 😂😂✌🏾
1251179555265449988,en,499,West Compton,635,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,Lmao send me this
878380214845399040,en,505,"Penkridge, Staffordshire, UK",142,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,"@WMPolice @UNHumanRights @VictoriaLIVE @theresa_may @jeremycorbyn @samaritans @StaffsPolice @JeremyLefroy @BBCOne @BBCPanorama @sajidjavid @UN @hatecrimeleics @HouseofCommons @SabotagedFool @VictimSupport @Ofcom @DerbyFreelancer @Twitter @paladinservice @SthStaffsWater @SSHA_tweets @TwitterSupport @TerrorismPolice @UKLabour @Conservatives @UKParliament @theodoraclarke @amnesty My lifes all but over due to stigma, GangStalking torture & catch22s, nazi-types in positions of power/influence. 

Is my abuser Brian dead or was i told that to stop me talking? 

Can i face my (now 30-ish) child abduction accuser? Other accusers? And face my known GangStalkers?"
181237807,pt,574,Brasil,123,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,parabéns @DjokoLoL
292003729,en,410,"Bakersfield, CA",38,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:21 PDT 2020,@sheilakathleen https://t.co/6wzaZI6NnC   Enjoy!
2593610952,en,39935,"Los Angeles, CA",48663,Revive Social Wealthy Gorilla,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,8 Steps to Hiring the Perfect Employee for the Job https://t.co/WMKkxpZC7I https://t.co/FT780Uwpta
2947727338,es,1190,null,434,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,"EXTRA, EXTRA! 📰📰

Hoy cumpliría Años el Padre de la Revolución Cubana  , #FidelCastro un hombre con moral,ética y convicciones . 

👇👇👇👇👇👇👇👇👇👇👇👇

Que dejó varias frases ,aquí una de ellas ...👇👇👇👇👇 https://t.co/fvhXlx0rk9"
860253602,en,364,Human body,389,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,I'm still waiting for Epic to drop Penny into BR so i finally have a reason to play that poopy mode again after it killed the actual game https://t.co/MQlbglUR08
1215371849435156487,en,474,null,7,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,@gorsem2001 thinking about Mimimi https://t.co/izSl9HFfbw
3343144372,en,3616,Worldwide,5195,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,RT @KarwanFaidhi: France’s foreign ministry condemned Turkey’s violation of Iraq’s sovereignty when it carried out a strike in the Kurdista…
1246420904894255109,und,4704,المملكة العربية السعودية,4796,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,"#عطاری_پرموشن
@SYED_5T
@FB0555
@S2TLP
@HiR_4
@AT5121
@ATT446
@AqabMani
@raja_tlp
@TLPRwpD
@rajafs123
@DrNC_H
@A_R_real
@HiR_4
@SyedaTlp
@fahtlp
@FslR12
@Fareed__15
@Am_S87
@Mughl0
@N_H_D1
@QAD26
@s_kj_q
@haji_Adnan_
@W_A_91 https://t.co/xWfzxhX8kj"
950021920618983424,ja,689,オフトゥン,2489,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,"まさかの本人登場😂😂😂😂😂😂

#水溜りボンドANN0"
923987520207114240,en,267,Grenada,444,David Bowman,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,Why did you not wash your hands before you eat? This makes everyone unconfortable. #Chad
850126139699847169,en,242,"California, USA",1130,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,"RT @AshesofCreation: ✨Do you follow the glowing golden path, or hope to seek new adventures on your own means?

Share your thoughts on ques…"
1098012666,ja,698,null,528,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,"起きた。
嫌な夢
夢でよかった
ってか俺頑張れ👍"
1857004700,en,90,"Lahore, Pakistan",14,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,"RT @day_walker_M22: There is no power on earth that can umdo PAKISTAN 🇵🇰🔥

(Quaid e Azam ❤🇵🇰)

 #HappyBirthdayDearPakistan https://t.co/YSG…"
39680656,es,3728,mexicali B:C.,670,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,@misa_onodera Feliz cumpleaños 🎉✨🎂🇲🇽💖
1250616591676592129,es,1037,honeymoon avenue ,1180,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,RT @hollandxRoss: hola miren mi nueva fancam https://t.co/RGiDK9X6xX
154933095,es,4641,keep mathematizing,3921,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,Pana hay que dedicarles BBIBBI a los hijueputas que filtraron los números de DC putos todos ¿Cuál es la necesidad? ¿CUÁL?
71710393,pt,4960,Portugal ,4264,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,"RT @tarcisiogdf: BR do Mar protocolado! 

Programa de Estímulo ao Transporte por Cabotagem passa a tramitar na @camaradeputados em regime d…"
1110220455468630017,th,127,null,71,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,RT @12177z: ถามว่าบาร์ประเทศไทยต่ำแค่ไหน: ดาราออกมาโพสต์ นิดหน่อย เฉียง ๆ แฉลบ ๆ = ดีใจมาก
834194953,en,170,null,8,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,RT @SethAbramson: Does anyone seriously doubt that Trump would effectively kill the United States Postal Service to win re-election? Killin…
2914688949,en,110,null,21,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,RT @CoinMasterGame: #RETWEET and comment for higher chances of winning!
1188476646334046208,en,8,null,6,Streamlabs Twitter,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,Starting conflict and Making allies | Idiots on Air Day 2! https://t.co/f5V5hib7jR
336969464,en,865,Wano,1002,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,RT @rahm3sh: That hurt me 😭 https://t.co/B43lDLeU7T
1277250308221988864,th,104,null,0,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,RT @Mnky729_: กรุPsycho SOTYมาตั้งแต่ปลายปีที่แล้ว ไม่เสียแรงเลยที่อัดยามั่นมาแปดเดือนเต็ม คุ้มค่ายา
1286597961133301761,ru,122,null,296,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,@dilbek_ @collapsusvulpes Икки қулиз бўш😂
848155561711591424,ar,3680,المملكة العربية السعودية,3712,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,"RT @Ali_q84: شاهد عجوز لبنانية بعد انفجار لبنان 

شاهدوا كيف تعامل السعودي معها !! 

 وماذا كانت ردة فعلها .. !!!

لم تتمالك نفسها من البكا…"
1290050428391100416,pt,503,null,398,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,"RT @IATodayBR: Tutorial de como ajudar no desempenho do novo lançamento de Iggy Azalea sendo do Brasil, a thread: https://t.co/eDijY0FnjO"
1070796917913866240,fr,427,en mi pieza siendo una asocial,166,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,@kami_karo00 Médium ending (?)
766285546746421249,th,327,"Bangkok, Thailand",47,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,RT @koNraisEeDum: เผื่ออยากรู้ว่าใครสั่ง #สังหารหมู่ธรรมศาสตร์ #ตามหาความจริง https://t.co/VQLIFtD0yq
540914872,es,2429,"Bogotá, DC, Colombia",2353,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,RT @jetellez1975: @petrogustavo Garzón pisó los cayos de muchos delincuentes que han gobernado este país. Garzón pronosticó que él delincue…
1201530162677981185,es,4516,null,4179,Twitter Web App,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,"RT @Jonatha718: #13Ago|🇻🇪📢¡LA ETIQUETA DEL DÍA!⏩#VenezuelaProduceEnPrevención  

Avanzamos con las bases productivas de una economía susten…"
57374413,pt,2311,null,426,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,@brealt Tanto fez como tanto faz
1266686067710836736,es,204,"Comunidad de Madrid, España",115,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,@noeliiamrtnzz que quieres que me instale preciosa
740669407970627585,en,3508,My Den ,277,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,RT @FuckYugi: You already know the cheer https://t.co/kAGz8zaLNe
943376474630967296,en,481,Ether,350,Twitter for iPhone,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,@brig_rj868 Sooo if this was the best... what didn’t make the cut girl ???😕😕😕😕😕
1272659717257662469,en,106,mod is 18,189,Twitter Web App,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,@LyfrassirEdda no thank you.
721433270068649984,en,138,null,268,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,RT @scamlikelyday: LMFAOO he know damn well he did it https://t.co/T7JuMlGGrT
972947759371313152,de,144,null,36,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,"cn gewalt

das wort trangender is jetzt im duden das heißt den leuten die sagen das sei kein echtes wort kann ma jetzt mit einem duden ins gesicht schlagen"
2365126893,in,352,null,261,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,RT @raikoart: Sae Niijima in her dress~ https://t.co/sWobqgtd5B
4795356622,en,157,"Bronx, NY",167,Twitter for Android,0,False,False,False,Thu Aug 13 11:21:19 PDT 2020,@pamyupamyus I am super burnt out of AC too 😔
866190536851439616,en,119,null,103,Twitter for Android,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,"RT @shmesm2: nayeon talking about how people don't recognize her with glasses
""i was recently in the elevator (at JYPE) and younghyun-oppa…"
964321746080821248,ko,3778,발음하기도어려운곳,6,Twitter for iPhone,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,"RT @liumliamlium: 둘다 라이딩은 라이딩인데
한명은 90년대 쿠바에서 
한명은 2050년에서 온거같음"
547528676,fr,1466,paris,1379,Twitter Web App,0,False,True,False,Thu Aug 13 11:21:19 PDT 2020,RT @dedelabequille: INFO 🚨mes amis abonnés 😉 ainsi que l'équipe #Jambonbeurre 😉 je vous présente @PLebernicheux 👍   qui vient ainsi grossir…
